name,출전
多松里,호구총수
多栗,역지사지LV3
多梨木里,호구총수
多樂垈里,호구총수
多樂洞里,호구총수
多樂里,호구총수
多樂院,군현역원
多水村,호구총수
多沙川,특수구역
多沙川所,특수구역
多洞村,호구총수
多津里,호구총수
多火谷里,호구총수
多物里,호구총수
多田里,호구총수
多福里,호구총수
多禮洞里,호구총수
多立山,여지도서
多粟里,호구총수
多羅谷村,호구총수
多羅高飛津,여지도서
多美,역지사지LV3
多美上,역지사지LV3
多美下,역지사지LV3
多義,역지사지LV3
多義下,역지사지LV3
多葛洞,여지도서
多財物里,호구총수
多足里,호구총수
多邑里,호구총수
多郞時岳,신증동국여지승람
多郞里,호구총수
多都幕里,호구총수
多里,역지사지LV3
多里島,호구총수
多開里,호구총수
多院,역지사지LV3
多院坊,호구총수
多隱里,호구총수
多音鄕,특수구역
多項里,호구총수
多食里,호구총수
多鴨,역지사지LV3
多鴨面,호구총수
多鶴洞,호구총수
多樂嶺,여지도서
夜味島,호구총수
夜味村,호구총수
夜味洞里,호구총수
夜味里,호구총수
夜山村,호구총수
夜晝介契,호구총수
夜遊巖,여지도서
夜郞村,호구총수
夞怪,역지사지LV3
夞怪坊,호구총수
夢一浦,신증동국여지승람
夢中山,여지도서
夢中山里,호구총수
夢串里,호구총수
夢仙山,신증동국여지승람
夢味里,호구총수
夢坪,호구총수
夢垈里,호구총수
夢大,역지사지LV3
夢山里,호구총수
夢徒,역지사지LV3
夢忠坪里,호구총수
夢村里,호구총수
夢松村,호구총수
夢江洞,호구총수
夢海里,호구총수
夢灘,역지사지LV3
夢灘津,여지도서
夢灘里,호구총수
夢熊,군현역원
夢熊鄕,특수구역
夢石伐,호구총수
夢臺,역지사지LV3·호구총수
夢臺面,호구총수
夢谷里,호구총수
夢賚亭契,호구총수
大䔲羅里,호구총수
大一里所沙,호구총수
大七里,호구총수
大三橋里,호구총수
大三浦里,호구총수
大三里,호구총수
大三里光法,호구총수
大上,역지사지LV3
大上下同,역지사지LV3
大上伊,특수구역
大上村,호구총수
大上洞,역지사지LV3
大上里,호구총수
大上面,호구총수
大下,역지사지LV3
大下村,호구총수
大下洞,역지사지LV3
大下里,호구총수
大下面,호구총수
大丘,군현역원·역지사지LV3
大丘面,호구총수
大中里,호구총수
大串,역지사지LV3
大串梁,신증동국여지승람
大乃只,호구총수
大也,역지사지LV3
大也上里,호구총수
大也下里,호구총수
大也味,호구총수
大也峴里,호구총수
大也島,신증동국여지승람·호구총수
大也島里,호구총수
大也川,역지사지LV3·호구총수
大也川部曲,특수구역
大也川里,호구총수
大也所川,여지도서
大也村,호구총수
大也洞,역지사지LV3·호구총수
大也洞里,호구총수
大也盞坪,여지도서
大也谷,역지사지LV3·호구총수
大也谷村,호구총수
大也谷里,호구총수
大也谷面,호구총수
大也里,호구총수
大也院,군현역원
大乭城里,호구총수
大乾川里,호구총수
大亇入里,호구총수
大五介村,호구총수
大五里,호구총수
大井,여지도서·역지사지LV3·호구총수
大井坊,호구총수
大井村,호구총수
大井洞,호구총수
大井谷,호구총수
大井谷里,호구총수
大井里,호구총수
大井面,호구총수
大京島,신증동국여지승람·호구총수
大亭子里,호구총수
大亭里,호구총수
大仁里,호구총수
大仇味里,호구총수
大今山里,호구총수
大代,역지사지LV3
大代坊,호구총수
大代里,호구총수
大代面,호구총수
大伐里,호구총수
大位,역지사지LV3·특수구역
大位鄕,특수구역
大位里,호구총수
大位面,호구총수
大佐里島,여지도서
大何全里,호구총수
大余古項,호구총수
大作之,호구총수
大佳山閭,호구총수
大佳里,호구총수
大侍郞,호구총수
大俗厚,역지사지LV3
大俗厚社,호구총수
大倉,역지사지LV3·호구총수
大倉里,호구총수
大倫,역지사지LV3
大倫面,호구총수
大元,역지사지LV3
大元二,역지사지LV3
大元坊,호구총수
大元山,여지도서
大光,호구총수
大光村,호구총수
大光里,호구총수
大內,역지사지LV3
大內洞,호구총수
大八里老老洞,호구총수
大六里五合,호구총수
大冬背,호구총수
大凝井,호구총수
大凡矣島,여지도서
大初完新里,호구총수
大別里,호구총수
大利津,신증동국여지승람
大利里,호구총수
大劒山里,호구총수
大加來川,여지도서
大加里,호구총수
大勝瀑布,여지도서
大化,군현역원·역지사지LV3
大化奪島,여지도서
大化山,호구총수
大化洞,호구총수
大化里,호구총수
大化面,호구총수
大十里,호구총수
大千,역지사지LV3
大千坊,호구총수
大升里,호구총수
大南,역지사지LV3
大南面,호구총수
大博洞里,호구총수
大卯,역지사지LV3
大厚只里,호구총수
大原洞,호구총수
大去火,역지사지LV3
大去火坊,호구총수
大口,역지사지LV3·특수구역·호구총수
大口尾,호구총수
大口所,특수구역
大口洞里,호구총수
大口田,호구총수
大口面,호구총수
大只所里,호구총수
大召亭里,호구총수
大召味,호구총수
大召里,호구총수
大可,역지사지LV3
大司洞里,호구총수
大司院里,호구총수
大各里,호구총수
大合,역지사지LV3
大同,군현역원
大同村,호구총수
大同江,여지도서·역지사지LV3
大同洞,호구총수
大同里,호구총수
大向南里,호구총수
大向里,호구총수
大吹螺島,여지도서
大吾羅退里,호구총수
大呂洞,호구총수
大呂洞里,호구총수
大周里,호구총수
大和,군현역원·역지사지LV3
大和島,신증동국여지승람
大和里,호구총수
大和面,호구총수
大唐頭山,여지도서
大單閭,호구총수
大嚴里,호구총수
大四里,호구총수
大回龍里,호구총수
大圓山,여지도서
大土井里,호구총수
大坡,역지사지LV3
大坡里,호구총수
大坡面,호구총수
大坪,신증동국여지승람·역지사지LV3·호구총수
大坪里,호구총수
大垈,역지사지LV3
大垈村,호구총수
大垈里,호구총수
大垢鄕,특수구역
大城,역지사지LV3
大城串里,호구총수
大城山,세종실록지리지·호구총수
大城峴里,호구총수
大城里,호구총수
大基,호구총수
大基洞里,호구총수
大堀浦,신증동국여지승람
大堂北里,호구총수
大堤池,신증동국여지승람
大堤里,호구총수
大場村,호구총수
大場里,호구총수
大增里,호구총수
大墨場里,호구총수
大壯里,호구총수
大外,역지사지LV3
大外洞里,호구총수
大多坊北邊契,호구총수
大多里,호구총수
大夜味里,호구총수
大夜里,호구총수
大夢尙里,호구총수
大天峙里,호구총수
大夫洞,호구총수
大夫海里,호구총수
大夫里,호구총수
大夫陸里,호구총수
大孤臺,여지도서
大安,역지사지LV3·특수구역·호구총수
大安鄕,특수구역
大安里,호구총수
大安閭,호구총수
大安面,호구총수
大宗村,호구총수
大宗里,호구총수
大官里,호구총수
大定江,여지도서
大定里,호구총수
大家,역지사지LV3
大家洞里,호구총수
大家谷,역지사지LV3
大家谷坊,호구총수
大家谷里,호구총수
大富,군현역원
大富里,호구총수
大寧江,여지도서
大寶,역지사지LV3
大寶山,여지도서
大寺,역지사지LV3
大寺山,신증동국여지승람
大寺村,호구총수
大寺洞,역지사지LV3·호구총수
大寺洞一牌契,호구총수
大寺洞三牌契,호구총수
大寺洞二牌契,호구총수
大寺洞四牌契,호구총수
大寺洞里,호구총수
大寺洞面,호구총수
大寺田里,호구총수
大寺西洞,호구총수
大寺里,호구총수
大寺院,군현역원
大寺面,호구총수
大將山,여지도서
大將洞,호구총수
大將閭,호구총수
大小山,여지도서
大小山里,호구총수
大尺,역지사지LV3
大尺坊,호구총수
大尼,역지사지LV3
大屯,역지사지LV3
大屯山,여지도서
大屯里,호구총수
大山,군현역원·역지사지LV3·특수구역·호구총수
大山上村,호구총수
大山中村,호구총수
大山串,신증동국여지승람
大山內,호구총수
大山坊,호구총수
大山嶺里,호구총수
大山幕里,호구총수
大山津,여지도서
大山溪里,호구총수
大山西村,호구총수
大山部曲,특수구역
大山里,호구총수
大山面,호구총수
大岑里,호구총수
大岱洞,호구총수
大岳里,호구총수
大岾,역지사지LV3
大峙,여지도서·역지사지LV3·호구총수
大峙上里,호구총수
大峙下里,호구총수
大峙山,여지도서
大峙里,호구총수
大峩峙,여지도서
大峴,신증동국여지승람·여지도서·역지사지LV3
大峴村,호구총수
大峴里,호구총수
大峴面,호구총수
大崗,역지사지LV3
大嶺山里,호구총수
大嶺院,군현역원
大巖,호구총수
大巖山,여지도서
大巖村,호구총수
大巖里,호구총수
大川,신증동국여지승람·여지도서·역지사지LV3
大川坊,호구총수
大川村,호구총수
大川池,신증동국여지승람
大川洞里,호구총수
大川里,호구총수
大巨所里,호구총수
大巨洞,호구총수
大巨里,호구총수
大巷洞,호구총수
大平,군현역원·역지사지LV3·호구총수
大平坊,호구총수
大平村,호구총수
大平里,호구총수
大平面,호구총수
大平館契,호구총수
大幷,역지사지LV3
大庇洞,호구총수
大康,군현역원
大康里,호구총수
大廟洞,호구총수
大廟洞契,호구총수
大廳里,호구총수
大彌山,신증동국여지승람
大德,역지사지LV3
大德二,역지사지LV3
大德坊,호구총수
大德山,여지도서·역지사지LV3
大德山里,호구총수
大德山面,호구총수
大德洞,호구총수
大德洞里,호구총수
大德谷,호구총수
大德里,호구총수
大悅亭里,호구총수
大悲院,군현역원
大慈山,여지도서
大慈洞里,호구총수
大慈里,호구총수
大慈院,군현역원
大慶里,호구총수
大成洞,호구총수
大成里,호구총수
大房村,호구총수
大所,역지사지LV3
大所里,호구총수
大才村,호구총수
大才里,호구총수
大把,호구총수
大招,역지사지LV3
大招面,호구총수
大授里,호구총수
大接上里,호구총수
大接下里,호구총수
大支東,역지사지LV3
大攸山里,호구총수
大救,역지사지LV3
大斗尺里,호구총수
大斗役里,호구총수
大斤村,호구총수
大新里,호구총수
大方,역지사지LV3
大方村,호구총수
大方洞,호구총수
大方里,호구총수
大方面,호구총수
大於兼村,호구총수
大旨池,여지도서
大旺,역지사지LV3
大旺洞,호구총수
大旺里,호구총수
大旺面,호구총수
大昌,군현역원·역지사지LV3
大昌部曲,특수구역
大昌里,호구총수
大明,역지사지LV3
大明串,신증동국여지승람
大明山,신증동국여지승람
大明村里,호구총수
大明洞,역지사지LV3·호구총수
大明洞坊,호구총수
大明洞村,호구총수
大明里,호구총수
大曲,역지사지LV3
大曲坊,호구총수
大月,역지사지LV3·호구총수
大月里,호구총수
大月面,호구총수
大有洞,호구총수
大朔,군현역원
大朔院,군현역원
大朴九味,호구총수
大朴山,여지도서
大朴山里,호구총수
大朴村,호구총수
大朴谷,역지사지LV3
大朴谷坊,호구총수
大朴谷山,여지도서
大朴谷面,호구총수
大杏,역지사지LV3
大材鹽田,특수구역
大村,역지사지LV3·호구총수
大村里,호구총수
大東,역지사지LV3
大東江,역지사지LV3
大東江坊,호구총수
大東里,호구총수
大東門外,호구총수
大東閭,호구총수
大東面,호구총수
大松,군현역원·역지사지LV3
大松峙,여지도서
大松林里,호구총수
大松浦村,호구총수
大松里,호구총수
大松面,호구총수
大板場里,호구총수
大板里,호구총수
大林山,세종실록지리지·여지도서
大林里,호구총수
大枝,역지사지LV3
大枝山,여지도서
大枝山里,호구총수
大枝洞,역지사지LV3
大枝洞里,호구총수
大枝洞面,호구총수
大枝谷里,호구총수
大枝里,호구총수
大栗部曲,특수구역
大栗里,호구총수
大梧,역지사지LV3
大梧洞里,호구총수
大梯,역지사지LV3
大梯院,군현역원
大梯面,호구총수
大梳里,호구총수
大棗洞,호구총수
大棗里,호구총수
大棗院,군현역원
大楚里,호구총수
大業里,호구총수
大極內,역지사지LV3
大極外,역지사지LV3
大橋,호구총수
大橋川,신증동국여지승람·여지도서
大橋新村里,호구총수
大橋村,호구총수
大橋浦,여지도서
大橋溫井,여지도서
大橋里,호구총수
大橋項里,호구총수
大機,호구총수
大機里,호구총수
大橫看島,신증동국여지승람
大正洞里,호구총수
大武士乃,호구총수
大歲律里,호구총수
大母山,여지도서
大母川,여지도서
大毛池里,호구총수
大水湯里,호구총수
大水谷里,호구총수
大水里,호구총수
大汗里,호구총수
大江,여지도서·역지사지LV3
大江津里,호구총수
大江里,호구총수
大江面,호구총수
大池,신증동국여지승람·여지도서·역지사지LV3
大沙洞,호구총수
大沙邑串,신증동국여지승람
大沙里,호구총수
大河峴里,호구총수
大泉,여지도서
大泉洞,호구총수
大泉洞里,호구총수
大泉里,호구총수
大法里,호구총수
大注風,호구총수
大洑里,호구총수
大洞,역지사지LV3·호구총수
大洞上里,호구총수
大洞下里,호구총수
大洞中里,호구총수
大洞坊,호구총수
大洞山,신증동국여지승람
大洞村,호구총수
大洞橋項里,호구총수
大洞西里,호구총수
大洞里,호구총수
大洞陷井里,호구총수
大洞面,호구총수
大津,신증동국여지승람·여지도서·호구총수
大津村,호구총수
大津里,호구총수
大浦,신증동국여지승람·여지도서·역지사지LV3·호구총수
大浦囦里,호구총수
大浦坊,호구총수
大浦川里,호구총수
大浦洞,호구총수
大浦津,여지도서
大浦里,호구총수
大海,여지도서
大海山,여지도서
大海里,호구총수
大淑里,호구총수
大淵里,호구총수
大淸山,여지도서
大淸浦,여지도서
大淸里,호구총수
大淺井里,호구총수
大渚,역지사지LV3
大渚島,신증동국여지승람
大渚谷里,호구총수
大渚里,호구총수
大渚面,호구총수
大渠里,호구총수
大湖芝,역지사지LV3
大湜,신증동국여지승람
大溪里,호구총수
大澗洞里,호구총수
大濟院,군현역원
大灘,신증동국여지승람·여지도서
大灘里,호구총수
大烈里,호구총수
大物伊山,여지도서
大猪只島,여지도서
大猪島,신증동국여지승람
大猪項里,호구총수
大獨浦里,호구총수
大率里,호구총수
大玉溪里,호구총수
大王浦,여지도서
大現里,호구총수
大瓢里,호구총수
大瓮村里,호구총수
大甑山,여지도서
大甘介,역지사지LV3
大甘介面,호구총수
大甘勿也里,호구총수
大甘川里,호구총수
大甘浦里,호구총수
大甫里,호구총수
大田,역지사지LV3·호구총수
大田上里,호구총수
大田下里,호구총수
大田中里,호구총수
大田坊,호구총수
大田川,신증동국여지승람
大田新瓮店,호구총수
大田洞,호구총수
大田里,호구총수
大白,역지사지LV3
大白亦山,여지도서
大白巖里,호구총수
大皇堂山,여지도서
大盛里,호구총수
大目,역지사지LV3
大目島,호구총수
大目里,호구총수
大目面,호구총수
大眞,역지사지LV3
大睢谷里,호구총수
大睦山,여지도서
大睦里,호구총수
大知,역지사지LV3
大石,역지사지LV3
大石井里,호구총수
大石橋里,호구총수
大石谷,호구총수
大石里,호구총수
大石面,호구총수
大磨月島,신증동국여지승람
大神,역지사지LV3
大福村,호구총수
大禮洞,호구총수
大禾洞里,호구총수
大禾里,호구총수
大禿山,호구총수
大秋里,호구총수
大秋院里,호구총수
大租谷里,호구총수
大積,역지사지LV3
大站,역지사지LV3
大竹島,여지도서
大竹里,호구총수
大篁嶺村,호구총수
大篁里,호구총수
大紙方,호구총수
大羅村,호구총수
大羅洞里,호구총수
大美坪,호구총수
大美堂,호구총수
大美院里,호구총수
大義,역지사지LV3
大義里,호구총수
大翁店,호구총수
大老村,호구총수
大耳,호구총수
大耳山,여지도서
大耶山,여지도서
大聖,역지사지LV3
大聖山,여지도서
大聖里,호구총수
大自郞里,호구총수
大自里,호구총수
大興,군현역원·역지사지LV3·호구총수
大興堂里,호구총수
大興村,호구총수
大興村里,호구총수
大興洞,여지도서·호구총수
大興部,역지사지LV3
大興部坊,호구총수
大興里,호구총수
大興面,호구총수
大興龍洞,호구총수
大舌里,호구총수
大良化里,호구총수
大良坪,특수구역
大良坪部曲,특수구역
大良田里,호구총수
大芙蓉里,호구총수
大芚,세종실록지리지·역지사지LV3
大芚山,신증동국여지승람·여지도서
大芚川,여지도서
大芚村,호구총수
大芚里,호구총수
大芚面,호구총수
大花島,호구총수
大芳村,호구총수
大草,호구총수
大草島,신증동국여지승람
大草旨里,호구총수
大草田坊,호구총수
大草里,호구총수
大荊田里,호구총수
大荒川,여지도서
大莊里,호구총수
大莻加里,호구총수
大菴山,여지도서
大落島,호구총수
大藏山,여지도서
大藥山,여지도서
大藪山,여지도서
大藪里,호구총수
大蘆川,호구총수
大蘆洞,호구총수
大蘆洞里,호구총수
大蘇門里,호구총수
大蘭芝島里,호구총수
大蛇峙,여지도서
大蛇洞里,호구총수
大蜜洞,호구총수
大蝦山,여지도서
大西,역지사지LV3
大西里,호구총수
大西面,호구총수
大見峯,여지도서
大見洞,호구총수
大覺,역지사지LV3
大覺洞,호구총수
大角山,여지도서
大角村,호구총수
大角洞,호구총수
大角津,여지도서
大角里,호구총수
大訖里,호구총수
大論,역지사지LV3
大論谷里,호구총수
大谷,역지사지LV3·특수구역·호구총수
大谷上巨里,호구총수
大谷下巨里,호구총수
大谷坊,호구총수
大谷川,여지도서
大谷所,특수구역
大谷村,호구총수
大谷灘,여지도서
大谷部曲,특수구역
大谷里,호구총수
大谷面,호구총수
大豆西上里,호구총수
大豆西下里,호구총수
大豊里,호구총수
大賢洞,호구총수
大賢里,호구총수
大足里,호구총수
大路下里,호구총수
大路里,호구총수
大農所里,호구총수
大農村,호구총수
大述,역지사지LV3
大述里,호구총수
大迺山津,여지도서
大遊亭里,호구총수
大道上里,호구총수
大道下里,호구총수
大道里,호구총수
大遠,역지사지LV3
大還村,호구총수
大邱,역지사지LV3
大郞待洞,호구총수
大郞洞里,호구총수
大部島,신증동국여지승람
大部鄕,특수구역
大都峙里,호구총수
大都洞,호구총수
大酒島,여지도서
大里,역지사지LV3·호구총수
大里北洞,호구총수
大里坊,호구총수
大里村,호구총수
大野,역지사지LV3·호구총수
大野川,여지도서
大野川邊里,호구총수
大野洞,역지사지LV3
大野洞里,호구총수
大野洞面,호구총수
大野谷里,호구총수
大野里,호구총수
大金山,여지도서
大金郞里,호구총수
大釜山里,호구총수
大釜洞東里,호구총수
大釜洞里,호구총수
大釜谷村,호구총수
大銀洞,호구총수
大鎭,역지사지LV3
大長古島,호구총수
大長里,호구총수
大門,역지사지LV3
大門外里,호구총수
大門嶺,신증동국여지승람·여지도서
大門巨里,호구총수
大門洞,호구총수
大門洞里,호구총수
大門里,역지사지LV3·호구총수
大門面,호구총수
大開雲里,호구총수
大閭,호구총수
大關嶺,신증동국여지승람
大阜,역지사지LV3
大阜面,호구총수
大防洞,호구총수
大院洞,호구총수
大院洞里,호구총수
大院里,호구총수
大陰里,호구총수
大陽,역지사지LV3
大陽化,역지사지LV3
大陽化社,호구총수
大陽村,호구총수
大陽洞里,호구총수
大陽里,호구총수
大陽面,호구총수
大隱,군현역원
大隱巖,신증동국여지승람
大隱洞里,호구총수
大隱里,호구총수
大雅,역지사지LV3
大雅村里,호구총수
大雅洞,호구총수
大雅洞里,호구총수
大雅里,호구총수
大雅面,호구총수
大雙嶺,신증동국여지승람
大雲里,호구총수
大靑,역지사지LV3
大靑化新里,호구총수
大靑化里,호구총수
大靑島,신증동국여지승람
大靑部曲,특수구역
大靜,군현역원·역지사지LV3
大靜洞里,호구총수
大鞭里,호구총수
大項里,호구총수
大頭里,호구총수
大飛里,호구총수
大食洞,호구총수
大館,군현역원
大館林,여지도서
大馬,역지사지LV3
大驛,군현역원
大驛浦,호구총수
大高峯里,호구총수
大鳥,역지사지LV3
大鳥串里,호구총수
大鳥山里,호구총수
大鳥峴,여지도서
大鳥旨,역지사지LV3
大鳥旨面,호구총수
大鳥洞,호구총수
大鳥洞里,호구총수
大鳥谷,역지사지LV3
大鳥谷處,특수구역
大鳥谷面,호구총수
大鳥足里,호구총수
大鳥里,호구총수
大鳥飛里,호구총수
大鳳凰峴,여지도서
大鳴洞,호구총수
大鴈里,호구총수
大鶴洞,호구총수
大鶴浦,여지도서
大麻洞里,호구총수
大黑石里,호구총수
大龍井里,호구총수
大龍基里,호구총수
大龍山,여지도서·역지사지LV3
大龍山部曲,특수구역
大龍山里,호구총수
大龍山面,호구총수
大龍里,호구총수
大龜里,호구총수
大栗,특수구역
大栗部曲,특수구역
天下井里,호구총수
天乙里,호구총수
天仰書堂,호구총수
天佛山,여지도서
天光里,호구총수
天冠山,세종실록지리지·여지도서
天劍山,여지도서
天加,역지사지LV3
天南,역지사지LV3
天台,역지사지LV3
天台山,여지도서
天台里,호구총수
天吼山,여지도서
天城鎭里,호구총수
天基洞里,호구총수
天場里,호구총수
天壺山,여지도서
天壽院,군현역원
天奉山,여지도서
天子山,여지도서
天安,군현역원·역지사지LV3
天宜山里,호구총수
天寶山,세종실록지리지·여지도서
天將,역지사지LV3
天尾封山,여지도서
天尾川,여지도서
天尾里,호구총수
天山里,호구총수
天峙洞,호구총수
天峯山,여지도서
天峯山里,호구총수
天川,역지사지LV3
天庇山,여지도서
天府里,호구총수
天德山,여지도서
天成,역지사지LV3
天摩,역지사지LV3
天摩坊,호구총수
天摩山,여지도서
天摩里,호구총수
天放山,여지도서
天旺里,호구총수
天柱,역지사지LV3
天柱山,여지도서
天柱里,호구총수
天樂洞,호구총수
天機里,호구총수
天民川,신증동국여지승람
天氣洞,호구총수
天水里,호구총수
天池淵,여지도서
天燈山,여지도서
天燈里,호구총수
天王岾,여지도서
天王峯,여지도서
天生城山,여지도서
天登山,여지도서
天登洞,호구총수
天登里,호구총수
天皇山里,호구총수
天皇里,호구총수
天盖山,여지도서
天眞山,여지도서
天磨山,세종실록지리지·신증동국여지승람·여지도서
天神山,신증동국여지승람·여지도서
天福里,호구총수
天秀嶺,여지도서
天聖山,여지도서
天臺巖山,여지도서
天興里,호구총수
天莊里,호구총수
天蠶,특수구역
天蠶所,특수구역
天谷,역지사지LV3
天谷坊,호구총수
天谷里,호구총수
天陽里,호구총수
天雲山,여지도서
天雲村里,호구총수
天鳳山,세종실록지리지·신증동국여지승람·여지도서
天鵝洞里,호구총수
天鷄里,호구총수
天龍山,여지도서
天龍洞,호구총수
太一山,여지도서
太乙山,여지도서
太乙里,호구총수
太仁,역지사지LV3
太仁島,여지도서
太伯山,세종실록지리지
太古村里,호구총수
太古里,호구총수
太和江,여지도서
太子山,여지도서
太子山里,호구총수
太子巖,여지도서
太子院,군현역원
太學里,호구총수
太山,군현역원·역지사지LV3
太山部曲,특수구역
太平,역지사지LV3
太平亭,호구총수
太平洞,호구총수
太平社,호구총수
太平里,호구총수
太平院,군현역원
太平館里,호구총수
太廟里,호구총수
太文村,호구총수
太日山里,호구총수
太村,호구총수
太極,역지사지LV3
太極內,역지사지LV3
太極外,역지사지LV3
太白山,세종실록지리지·여지도서
太祖山,여지도서
太祖峯,여지도서
太自里,호구총수
太華山,여지도서
太華里,호구총수
夫人山,여지도서
夫人處,역지사지LV3
夫人處面,호구총수
夫仁里,호구총수
夫他洞里,호구총수
夫伊塔淵,여지도서
夫億里,호구총수
夫堂里,호구총수
夫妻洞里,호구총수
夫山,역지사지LV3·호구총수
夫山村,호구총수
夫山里,호구총수
夫山面,호구총수
夫巖里,호구총수
夫昌里,호구총수
夫朴谷里,호구총수
夫毛梯池,신증동국여지승람
夫毛谷,역지사지LV3
夫毛谷面,호구총수
夫毛里,호구총수
夫水洞里,호구총수
夫浦里,호구총수
夫火谷,역지사지LV3
夫王里,호구총수
夫界峴,신증동국여지승람
夫皇洞,호구총수
夫皇里,호구총수
夫石,역지사지LV3
夫石坊,호구총수
夫神堂,호구총수
夫神堂里,호구총수
夫老城山,여지도서
夫老山,여지도서
夫草里,호구총수
夫赤,역지사지LV3
夫迪里,호구총수
夫鉢,역지사지LV3
央土,군현역원
央土里,호구총수
失號嶺,신증동국여지승람
奄古介,호구총수
奄峙里,호구총수
奄峴里,호구총수
奄洞,호구총수
奄洞村,호구총수
奄洞里,호구총수
奄浦,호구총수
奄浦里,호구총수
奄致浦里,호구총수
奇世里,호구총수
奇亭里,호구총수
奇村,역지사지LV3
奇禮,역지사지LV3
奇禮坊,역지사지LV3
奈之里,호구총수
奈內里,호구총수
奈前里,호구총수
奈城,역지사지LV3
奈城縣,특수구역
奈山里,호구총수
奈峴里,호구총수
奈川,여지도서
奈川村,호구총수
奈村,역지사지LV3
奈洞,역지사지LV3
奈洞里,호구총수
奈灘里,호구총수
奈花村里,호구총수
奈赤里,호구총수
奈達里,호구총수
奈黃里,호구총수
奉化,군현역원
奉吉里,호구총수
奉城,역지사지LV3
奉城里,호구총수
奉城面,호구총수
奉天臺,신증동국여지승람
奉天里,호구총수
奉安,군현역원
奉山,역지사지LV3
奉山面,호구총수
奉常寺內契,호구총수
奉日村,호구총수
奉月里,호구총수
奉盖岳里,호구총수
奉知谷,호구총수
奉羽里,호구총수
奉行里,호구총수
奉隱洞里,호구총수
奉香,역지사지LV3
奉香面,호구총수
奉龍,군현역원
奎星里,호구총수
契里,호구총수
奔黃部曲,특수구역
奢井,역지사지LV3·특수구역
奢井處,특수구역
奢井面,호구총수
女婿項里,호구총수
女子池,신증동국여지승람
女屹洞,호구총수
女村,호구총수
女眞院,군현역원
奴乙道,특수구역
奴谷,군현역원
好亭里,호구총수
好仁,역지사지LV3
好善,군현역원
好德里,호구총수
好文,역지사지LV3
好文里,호구총수
好文面,호구총수
好梅谷,역지사지LV3
好梅谷面,호구총수
好楮,역지사지LV3
好每折,역지사지LV3
好每折面,호구총수
好生里,호구총수
好禮津里,호구총수
好禮里,호구총수
好美里,호구총수
好財,역지사지LV3
好賢,역지사지LV3
好賢社,호구총수
好賢面,호구총수
好近里,호구총수
好連川,여지도서
好野洞,역지사지LV3
好野洞社,호구총수
好音巨里,호구총수
好音橋里,호구총수
好音谷,호구총수
如來,호구총수
如來味里,호구총수
如來里,호구총수
如士洞里,호구총수
如尼山,여지도서
如屹,역지사지LV3
如屹島,호구총수
如屹里,호구총수
如思巖里,호구총수
如思旺里,호구총수
如思洞,호구총수
如思洞里,호구총수
如意,역지사지LV3
如意巖里,호구총수
如意洞,호구총수
如意津,여지도서
如意谷,호구총수
如意郞里,호구총수
如意里,호구총수
如意面,호구총수
如愚谷,호구총수
如林谷里,호구총수
如此洞,호구총수
如洞里,호구총수
如牛城里,호구총수
如蔘,호구총수
如雲里,호구총수
如鷄山,여지도서
妓洞里,호구총수
妙光池,신증동국여지승람
妙光里,호구총수
妙寂山,신증동국여지승람
妙山,역지사지LV3
妙峯山,여지도서
妙峰里,호구총수
妙巖里,호구총수
妙法里,호구총수
妙洞,역지사지LV3
妙洞里,호구총수
妙洞面,호구총수
妙覺洞川,여지도서
妙角里,호구총수
妙院洞里,호구총수
妙香山,세종실록지리지·여지도서
妙高山,여지도서
始川里,호구총수
始終,역지사지LV3
始興,군현역원
姑上店里,호구총수
姑城里,호구총수
姑堂山里,호구총수
姑堂里,호구총수
姑射山,여지도서
姑岑里,호구총수
姑島里,호구총수
姑未里,호구총수
姑蘇城里,호구총수
姑蘇山,여지도서
姑蘇里,호구총수
委峯山,여지도서
委延,역지사지LV3
委曲,역지사지LV3
委曲面,호구총수
委洞里,호구총수
委閑里,호구총수
姜德里,호구총수
姜氏峯,여지도서
威化,역지사지LV3
威化島,여지도서
威安里,호구총수
威遠,역지사지LV3
威遠面,호구총수
娚項院,군현역원
娛嬪,군현역원
娛賓,군현역원
娛賓里,호구총수
娥川里,호구총수
娥州里,호구총수
娥次里,호구총수
婁近里,호구총수
婦山,여지도서
婦巖,호구총수
婦貞川,여지도서
婦貞洞,호구총수
媒音島,호구총수
嫗堂洞里,호구총수
嫗潭川,여지도서
子午谷,호구총수
子南亭,호구총수
子川院,군현역원
子枹谷里,호구총수
子永,호구총수
子男山,여지도서
子美洞,호구총수
子菴山,여지도서
子黃里,호구총수
孔乙道所,특수구역
孔器里,호구총수
孔堂坊,호구총수
孔子洞里,호구총수
孔巖山,여지도서
孔巖津,신증동국여지승람
孔巖里,호구총수
孔德,역지사지LV3
孔德池,여지도서
孔德里,호구총수
孔德里契,호구총수
孔悌,역지사지LV3
孔村,특수구역
孔村所,특수구역
孔村里,호구총수
孔梯,역지사지LV3
孔梯面,호구총수
孔谷村,호구총수
孔谷里,호구총수
孔道,역지사지LV3
孔雀山,여지도서
孔音,역지사지LV3
孔顔里,호구총수
存傑里,호구총수
存江洞,호구총수
存浦里,호구총수
存義洞,호구총수
存道上里,호구총수
存道下里,호구총수
存道中里,호구총수
存里洞,호구총수
孝亭里,호구총수
孝仙里,호구총수
孝令,역지사지LV3
