name,출전
雲林村,호구총수
雲林社,호구총수
雲林里,호구총수
雲柱洞,호구총수
雲柱里,호구총수
雲校,군현역원
雲根,군현역원
雲根驛里,호구총수
雲梯山,여지도서
雲梯廢縣,특수구역
雲梯里,호구총수
雲橋,군현역원·호구총수
雲橋村,호구총수
雲橋里,호구총수
雲水,역지사지LV3
雲水洞,호구총수
雲水部曲,특수구역
雲泉,역지사지LV3
雲泉里,호구총수
雲泉面,호구총수
雲注山,여지도서
雲洞,역지사지LV3
雲洞里,호구총수
雲洲,역지사지LV3
雲浦,역지사지LV3
雲浦里,호구총수
雲海邊里,호구총수
雲溪,호구총수
雲溪山,여지도서
雲溪山大川,여지도서
雲溪書院里,호구총수
雲溪村,호구총수
雲溪洞,여지도서
雲溪洞里,호구총수
雲溪里,호구총수
雲田,역지사지LV3
雲田洞,호구총수
雲田社,호구총수
雲畔,군현역원
雲盤里,호구총수
雲磨山,여지도서
雲積洞里,호구총수
雲羅,역지사지LV3
雲羅山,역지사지LV3
雲羅山坊,호구총수
雲羅里,호구총수
雲膏所,특수구역
雲臺山,여지도서
雲臺川,여지도서
雲臺里,호구총수
雲興,군현역원·역지사지LV3
雲興洞,호구총수
雲興里,호구총수
雲裏洞,호구총수
雲西,역지사지LV3
雲西上,역지사지LV3
雲西下,역지사지LV3
雲西里,호구총수
雲西面,호구총수
雲谷,군현역원·역지사지LV3·특수구역·호구총수
雲谷坊,호구총수
雲谷所,특수구역
雲谷社,호구총수
雲谷里,호구총수
雲谷面,호구총수
雲蹄,세종실록지리지
雲遊,역지사지LV3
雲遊下里,호구총수
雲遊山,여지도서
雲達山,신증동국여지승람·여지도서
雲銀山,여지도서
雲門,역지사지LV3
雲門山,여지도서
雲門川,여지도서
雲防里,호구총수
雲陽里,호구총수
雲霞里,호구총수
雲項里,호구총수
雲頭,역지사지LV3
雲頭山,여지도서
雲駐山,여지도서
雲高,특수구역
雲鶴,역지사지LV3
雲鶴里,호구총수
雲鷄山,여지도서
雲鷲山,여지도서
雲龍,역지사지LV3
雲龍洞,호구총수
雲龍里,호구총수
雷串洞,호구총수
雷封,역지사지LV3
雷封面,호구총수
雷澤,역지사지LV3
雷澤伊方洞,호구총수
雷澤伐谷洞,호구총수
雷澤本洞里,호구총수
雷澤東幕里,호구총수
雷澤澗谷洞,호구총수
雷谷洞,호구총수
霅橋里,호구총수
霖雨峯,여지도서
霜山,여지도서
霜峴里,호구총수
霜洞里,호구총수
霜谷里,호구총수
霞城,역지사지LV3
霞山里,호구총수
霞嵐山,여지도서
霞巖,여지도서
霞巖里,호구총수
霞川里,호구총수
霞陰,역지사지LV3
霞隱,역지사지LV3
霧川里,호구총수
霧織山,여지도서
露兒,역지사지LV3
露兒島,호구총수
露峴里,호구총수
露島,신증동국여지승람
露梁,군현역원·신증동국여지승람
露梁村,호구총수
露梁津,신증동국여지승람
露梁里,호구총수
露梁院,군현역원
露田里,호구총수
露積仇味里,호구총수
露積村,호구총수
露積村里,호구총수
露積洞里,호구총수
露積里,호구총수
霽谷里,호구총수
靈中坪,호구총수
靈九里,호구총수
靈井山,세종실록지리지
靈井村,호구총수
靈仁,역지사지LV3
靈光,역지사지LV3
靈國里,호구총수
靈奇峯,여지도서
靈山,군현역원·여지도서·역지사지LV3
靈山亭,호구총수
靈山社,호구총수
靈山里,호구총수
靈岫,역지사지LV3
靈峀,역지사지LV3
靈峀坊,호구총수
靈嶽山,여지도서
靈巖,역지사지LV3·호구총수
靈巖里,호구총수
靈川,신증동국여지승람
靈德山,여지도서
靈新村,호구총수
靈東里,호구총수
靈楡,군현역원
靈泉,군현역원·역지사지LV3
靈泉里,호구총수
靈浦,군현역원
靈溪,역지사지LV3
靈溪坊,호구총수
靈神村,호구총수
靈臺里,호구총수
靈興,역지사지LV3
靈興島,신증동국여지승람
靈興洞,호구총수
靈西里,호구총수
靈覺山,여지도서
靈覺東邊村,호구총수
靈覺西邊村,호구총수
靈通洞,신증동국여지승람·여지도서
靈通里,호구총수
靈邑村里,호구총수
靈長山,여지도서
靈雲里,호구총수
靈騏,군현역원
靈鷲山,세종실록지리지·신증동국여지승람·여지도서
靑上,역지사지LV3
靑上里,호구총수
靑下,역지사지LV3
靑丘,특수구역
靑丘里,호구총수
靑丹,군현역원
靑丹村,호구총수
靑乾里,호구총수
靑二,역지사지LV3
靑京驛村,호구총수
靑令洞,호구총수
靑令里,호구총수
靑信里,호구총수
靑元,역지사지LV3
靑元面,호구총수
靑光里,호구총수
靑初,역지사지LV3
靑化,군현역원
靑化里,호구총수
靑北,역지사지LV3
靑南,역지사지LV3
靑南面,호구총수
靑嚴,군현역원
靑坡,군현역원·역지사지LV3
靑坡一契,호구총수
靑坡三契,호구총수
靑坡二契,호구총수
靑坡四契,호구총수
靑坡坊,호구총수
靑坡契,호구총수
靑垈,호구총수
靑城,역지사지LV3
靑城君契,호구총수
靑堂里,호구총수
靑堤里,호구총수
靑場,역지사지LV3
靑塘里,호구총수
靑大洞里,호구총수
靑好,군현역원·역지사지LV3
靑好里,호구총수
靑好面,호구총수
靑宮里,호구총수
靑寧尉契,호구총수
靑山,군현역원·여지도서·역지사지LV3
靑山坊,호구총수
靑山島,호구총수
靑山所,특수구역
靑山洞,호구총수
靑山里,호구총수
靑山面,호구총수
靑岩,군현역원·역지사지LV3
靑岱里,호구총수
靑峴里村,호구총수
靑巖,군현역원·역지사지LV3·호구총수
靑巖山,여지도서
靑巖村,호구총수
靑巖社,호구총수
靑巖里,호구총수
靑巖面,호구총수
靑川,역지사지LV3·특수구역
靑川川,여지도서
靑川村,호구총수
靑川縣,특수구역
靑川里,호구총수
靑川面,호구총수
靑德,역지사지LV3
靑念里,호구총수
靑所,역지사지LV3
靑所里,호구총수
靑所面,호구총수
靑杞,역지사지LV3·특수구역
靑杞縣,특수구역
靑杞里,호구총수
靑杞面,호구총수
靑東,역지사지LV3
靑東面,호구총수
靑松,군현역원·역지사지LV3·호구총수
靑松坊,호구총수
靑松山,여지도서
靑松里,호구총수
靑松面,호구총수
靑林,역지사지LV3
靑林村,호구총수
靑林洞,호구총수
靑林里,호구총수
靑柳里,호구총수
靑水,역지사지LV3
靑水洞,호구총수
靑水洞里,호구총수
靑水里,호구총수
靑水面,호구총수
靑池,역지사지LV3
靑池面,호구총수
靑洞里,호구총수
靑津里,호구총수
靑浦里,호구총수
靑海,역지사지LV3
靑海面,호구총수
靑淵,군현역원
靑淵浦,여지도서
靑湖里,호구총수
靑溪山,신증동국여지승람
靑溪巖村,호구총수
靑溪里,호구총수
靑灘里,호구총수
靑烟里,호구총수
靑牛洞,호구총수
靑玉里,호구총수
靑理,특수구역
靑田里,호구총수
靑登里,호구총수
靑石,역지사지LV3
靑石乙里,호구총수
靑石峴,신증동국여지승람
靑石橋店,호구총수
靑石洞,여지도서
靑石里,호구총수
靑石閭,호구총수
靑羅,역지사지LV3
靑羅島,여지도서
靑羅里,호구총수
靑羅面,호구총수
靑羊里,호구총수
靑良,역지사지LV3
靑良里,호구총수
靑良面,호구총수
靑花山,여지도서
靑苔里,호구총수
靑蓮里,호구총수
靑蘿,역지사지LV3
靑蘿島,호구총수
靑蘿洞,역지사지LV3
靑蝦,역지사지LV3
靑蝦山里,호구총수
靑衿里,호구총수
靑西,역지사지LV3
靑角仇味里,호구총수
靑谷,호구총수
靑谷村,호구총수
靑路,군현역원
靑路里,호구총수
靑道里,호구총수
靑郊,군현역원·역지사지LV3
靑郊面,호구총수
靑里,역지사지LV3
靑里廢縣,특수구역
靑銅洞里,호구총수
靑陵村,호구총수
靑陽,군현역원·역지사지LV3
靑陽里,호구총수
靑雄,역지사지LV3
靑雲,군현역원·역지사지LV3
靑雲洞,호구총수
靑雲洞里,호구총수
靑雲里,호구총수
靑霞山,여지도서
靑靈里,호구총수
靑風里,호구총수
靑飛乃里,호구총수
靑魚仇味里,호구총수
靑鶴洞,신증동국여지승람·여지도서
靑鶴里,호구총수
靑鷄井里,호구총수
靑龍,세종실록지리지·역지사지LV3·호구총수
靑龍亭,호구총수
靑龍坊,호구총수
靑龍山,세종실록지리지·여지도서
靑龍村,호구총수
靑龍洞,호구총수
靑龍洞里,호구총수
靑龍津,여지도서
靑龍潭,여지도서
靑龍里,호구총수
靑龍面,호구총수
靜安部曲,특수구역
靜山,군현역원
靜山灘,여지도서
靜州,군현역원
靜戎江,여지도서
靜琴村,호구총수
靜邊,역지사지LV3
靜邊社,특수구역
靜陽里,호구총수
靜養洞里,호구총수
非乎石,역지사지LV3
非乎石坊,호구총수
非刀,특수구역
非刀所,특수구역
非古谷,호구총수
非方串,역지사지LV3
非方串面,호구총수
非於乃里,호구총수
非月洞山,여지도서
非熊,군현역원
非玉浦,호구총수
非珍島里,호구총수
非羅,역지사지LV3
非羅谷,역지사지LV3
非羅谷里,호구총수
非老廛契,호구총수
非老谷里,호구총수
非谷里,호구총수
非野川里,호구총수
非音,역지사지LV3
非音面,호구총수
面梁里,호구총수
革場里,호구총수
鞋廛一契,호구총수
鞋廛二契,호구총수
鞍岾山,여지도서
鞍峙里,호구총수
鞍峴里,호구총수
鞍嶺,여지도서
鞍嶺里,호구총수
鞍洞里,호구총수
鞍甲洞里,호구총수
鞍谷里,호구총수
鞍馬峙,호구총수
鞍馬島,여지도서·호구총수
鞭非筒,호구총수
韓侍郞里,호구총수
韓守堅契,호구총수
韓山,군현역원·역지사지LV3
韓山所里,호구총수
韓敵山,여지도서
音岩,역지사지LV3
音汁火縣,특수구역
音洞里,호구총수
音聲,특수구역
音聲鄕,특수구역
頂頭,역지사지LV3
頃里,호구총수
項串浦,호구총수
項井里,호구총수
項亭,호구총수
項北里,호구총수
項峴里,호구총수
項島,호구총수
項州洞,호구총수
項村,호구총수
項村里,호구총수
項沙里,호구총수
項洞,호구총수
項洞村,호구총수
項洞里,호구총수
項浦介里,호구총수
項無耳島,신증동국여지승람
項角洞里,호구총수
項角里,호구총수
項谷里,호구총수
項踰里,호구총수
項里,호구총수
項頭面,호구총수
順元洞,호구총수
順化,역지사지LV3
順化坊,호구총수
順化面,호구총수
順和,역지사지LV3
順城,군현역원·역지사지LV3
順天,군현역원·역지사지LV3
順安,군현역원·역지사지LV3
順寧,역지사지LV3
順寧社,호구총수
順山里,호구총수
順嶺,역지사지LV3
順川,군현역원·역지사지LV3
順州,군현역원
順德,역지사지LV3
順德里,호구총수
順成,군현역원
順月浦里,호구총수
順洞,호구총수
順溪里,호구총수
順甲里,호구총수
順興,군현역원·역지사지LV3
順興廢府,특수구역
順興東川,여지도서
順豊,역지사지LV3
順豊坊,호구총수
順達,역지사지LV3
順達面,호구총수
順陽,군현역원
順陽里,호구총수
須彌,역지사지LV3
須彌山,여지도서
須詔院里,호구총수
預原,군현역원
預原縣,특수구역
頓上里,호구총수
頓下里,호구총수
頓串里,호구총수
頓之浦里,호구총수
頓儀洞里,호구총수
頓地里,호구총수
頓坪院,군현역원
頓多村,호구총수
頓多里,호구총수
頓山窟,여지도서
頓池里,호구총수
頓義,역지사지LV3·특수구역
頓義鄕,특수구역
頓角池,신증동국여지승람
頓里,호구총수
領上里,호구총수
領井里,호구총수
頭上,역지사지LV3
頭上面,호구총수
頭乭里,호구총수
頭億浦里,호구총수
頭利山,세종실록지리지
頭大里,호구총수
頭尾山,여지도서
頭尾村,호구총수
頭山,역지사지LV3
頭山里,호구총수
頭山面,호구총수
頭峴,역지사지LV3
頭峴里,호구총수
頭村,역지사지LV3·호구총수
頭村面,호구총수
頭榮里,호구총수
頭樂亭里,호구총수
頭毛山,여지도서
頭毛所里,호구총수
頭毛村,호구총수
頭毛洞,호구총수
頭毛洞里,호구총수
頭毛浦,호구총수
頭毛里,호구총수
頭江村,호구총수
頭池,여지도서
頭波亭里,호구총수
頭洞里,호구총수
頭流山,여지도서
頭浦里,호구총수
頭無山,여지도서
頭瑟村,호구총수
頭穴山,신증동국여지승람
頭羅,역지사지LV3
頭羅坊,호구총수
頭耆浦,여지도서
頭致洞,호구총수
頭良山里,호구총수
頭蕪山,여지도서
頭衣谷,특수구역
頭衣谷部曲,특수구역
頭谷村,호구총수
頭谷里,호구총수
頭輪山,여지도서
頭里,호구총수
頭里峴,여지도서
頭陀山,여지도서
頭陀淵,여지도서
頭陁山,세종실록지리지·신증동국여지승람·여지도서
頭靈梁,신증동국여지승람
頭項里,호구총수
頭頭尾洞,호구총수
頭馬里,호구총수
頭龍洞,호구총수
頭龍洞里,호구총수
頭龍里,호구총수
頭龍山,여지도서
頹山村,호구총수
顔子山里,호구총수
顔子洞,여지도서·호구총수
顔川,역지사지LV3
顔川里,호구총수
顔巷洞,호구총수
顔里,호구총수
顚流里,호구총수
顧母村,호구총수
顧馬山,여지도서
風井,여지도서
風別里,호구총수
風吹里,호구총수
風呼臺里,호구총수
風安村,호구총수
風宿村,호구총수
風峙村,호구총수
風峴,여지도서
風巖,호구총수
風巖里,호구총수
風於山,여지도서
風村,역지사지LV3
風村里,호구총수
風流山,여지도서
風流岩,세종실록지리지
風流島,신증동국여지승람
風流洞,호구총수
風流閭,호구총수
風浪洞里,호구총수
風穴,여지도서
風穴巖,여지도서
風綱里,호구총수
風舞洞里,호구총수
風面,호구총수
風頭亭里,호구총수
飛乃洞里,호구총수
飛來上里,호구총수
飛來下里,호구총수
飛來山,여지도서
飛來川,여지도서
飛來洞里,호구총수
飛元,호구총수
飛兎村,호구총수
飛勿海里,호구총수
飛勿陸里,호구총수
飛厼,역지사지LV3
飛只里,호구총수
飛士郞里,호구총수
飛大洞里,호구총수
飛大項,호구총수
飛尒島,신증동국여지승람
飛山里,호구총수
飛峙,여지도서
飛巖里,호구총수
飛川,호구총수
飛川洞,호구총수
飛川里,호구총수
飛巢巖,여지도서
飛揚島,여지도서
飛月里,호구총수
飛村,호구총수
飛梁島,호구총수
飛洞里,호구총수
飛津里,호구총수
飛浪里,호구총수
飛溪谷,호구총수
飛瑟里,호구총수
飛甫里,호구총수
飛禽,역지사지LV3
飛禽島,호구총수
飛良里,호구총수
飛虎村,호구총수
飛谷里,호구총수
飛踰山,여지도서
飛道里,호구총수
飛里里,호구총수
飛釵洞,호구총수
飛霞洞里,호구총수
飛霞谷里,호구총수
飛靈山,여지도서
飛音山,여지도서
飛飛亭里,호구총수
飛騰亭,호구총수
飛鳥峙,여지도서
飛鳥洞里,호구총수
飛鳥里,호구총수
飛鳥頉里,호구총수
飛鳳,세종실록지리지·역지사지LV3
飛鳳山,여지도서
飛鳳里,호구총수
飛鴈亭里,호구총수
飛鴉,역지사지LV3
飛鴉洞里,호구총수
飛鴻上里,호구총수
飛鴻中里,호구총수
飛鴻山,여지도서
飛鴻峴,신증동국여지승람
飛鴻里,호구총수
飛鵝村,호구총수
飛鵝里,호구총수
飛鶴山,여지도서
飛鶴洞,호구총수
飛鷹島,호구총수
飛鷺里,호구총수
飛龍山,여지도서
飛龍所,호구총수
飛龍洞,호구총수
飛龍洞里,호구총수
飜浦,여지도서
飜雨巖,여지도서
食只谷里,호구총수
食和,역지사지LV3
食寺里,호구총수
食尺,역지사지LV3
食尺坊,호구총수
食尺處,특수구역
食尺里,호구총수
食山,여지도서
食山村,호구총수
食岳山,여지도서
食岾里,호구총수
食峴,역지사지LV3
食峴里,호구총수
食島里,호구총수
食川里,호구총수
食汗,역지사지LV3
食汙面,호구총수
食洞里,호구총수
食浦,역지사지LV3
食浦面,호구총수
食滿浦里,호구총수
食漢,역지사지LV3
食知,역지사지LV3
食知面,호구총수
食藏山,여지도서
飮水洞里,호구총수
飮酒峙里,호구총수
飽德山,여지도서
養井里,호구총수
養亭里,호구총수
養仁洞,호구총수
養元,역지사지LV3
養元面,호구총수
養善洞里,호구총수
養士里,호구총수
養岳里,호구총수
養志山里,호구총수
養性,역지사지LV3
養性山,여지도서
養林山,여지도서
養淸洞,호구총수
養珍,군현역원
養珍里,호구총수
養生,역지사지LV3
養生坊,호구총수
養生里,호구총수
養閑里,호구총수
養院,역지사지LV3
養馬洞里,호구총수
養麟,군현역원
餘勿眞山,신증동국여지승람
餘南村,호구총수
餘叱洞嶺,여지도서
餘呑里,호구총수
餘尺里,호구총수
餘山里,호구총수
餘慶,역지사지LV3
餘慶坊,호구총수
餘方,역지사지LV3
餘次尼津,여지도서
餘欽里,호구총수
餘浦里,호구총수
餘破山,여지도서
餘粟里,호구총수
餘粮,군현역원
餘粮里,호구총수
餘糧,군현역원
餘結川,여지도서
餘背耳,역지사지LV3
餘航山,여지도서
餘萬里,호구총수
餘里,호구총수
餘金山,신증동국여지승람
餘閑,역지사지LV3
餘閑面,호구총수
餘間,역지사지LV3
餘音浦,여지도서
餘鼠島,호구총수
餠岾,여지도서
餠峴,여지도서
館上里,호구총수
館下谷里,호구총수
館下里,호구총수
館中里,호구총수
館前里,호구총수
館北里,호구총수
館南,역지사지LV3
館南里,호구총수
館坐地里,호구총수
館坪里,호구총수
館垈里,호구총수
館基上里,호구총수
館基下里,호구총수
館基中里,호구총수
館基里,호구총수
館士洞里,호구총수
館山,역지사지LV3
館山里,호구총수
館山院,군현역원
館峴村,호구총수
館後洞里,호구총수
館村,역지사지LV3
館東,역지사지LV3
館東里,호구총수
館洞,역지사지LV3·호구총수
館洞坊,호구총수
館洞社,호구총수
館洞里,호구총수
館石里,호구총수
館興,역지사지LV3
館興里,호구총수
館西,역지사지LV3
館西里,호구총수
館谷里,호구총수
館近里,호구총수
館里,역지사지LV3·호구총수
館里洞,역지사지LV3
館里面,호구총수
館陽里,호구총수
館隅里,호구총수
館面,호구총수
館頭里,호구총수
饒洞,호구총수
饒洞里,호구총수
饒良,특수구역
首山里,호구총수
首比,역지사지LV3·특수구역
首比部曲,특수구역
首比里,호구총수
首比面,호구총수
首界,역지사지LV3
首界面,호구총수
首谷里,호구총수
首陽,세종실록지리지
首陽山,여지도서
首陽里,호구총수
首面里,호구총수
首龍山,신증동국여지승람
香中里,호구총수
香串里,호구총수
香亭里,호구총수
香古介,신증동국여지승람·역지사지LV3
香古介社,호구총수
香坡山,여지도서
香埋地閭,호구총수
香山,신증동국여지승람·역지사지LV3·호구총수
香山峴,신증동국여지승람
香山川,여지도서
香山洞里,호구총수
香山里,호구총수
香峯里,호구총수
香峴,역지사지LV3
香嶺,여지도서
香川里,호구총수
香木,호구총수
香木里,호구총수
香東邊里,호구총수
香林部曲,특수구역
香林里,호구총수
香栢洞里,호구총수
香楓山,여지도서
香樹洞里,호구총수
香毛地里,호구총수
香汙里,호구총수
香泉洞里,호구총수
香洞,신증동국여지승람·호구총수
香洞里,호구총수
香浦里,호구총수
香湖里,호구총수
香燈村,호구총수
香爐山,여지도서
香爐峯,여지도서
香積山,세종실록지리지·여지도서
香興里,호구총수
香芝洞,호구총수
香草洞,호구총수
香餘,특수구역
香餘所,특수구역
馬七里,호구총수
馬三洑,호구총수
馬上里,호구총수
馬下里,호구총수
馬丹,역지사지LV3
馬丹里,호구총수
馬之峙里,호구총수
馬乙峙里,호구총수
馬乙里,호구총수
馬九里,호구총수
馬乳,군현역원
馬乳山,여지도서
馬乳峯,여지도서
馬井,역지사지LV3
馬井山,여지도서
馬井里,호구총수
馬井面,호구총수
馬亦浦,여지도서
馬亭里,호구총수
馬仇味里,호구총수
馬佐山里,호구총수
馬余味里,호구총수
馬余里,호구총수
馬來洞,호구총수
馬兒峴,신증동국여지승람
馬兒嶺,여지도서
馬內里,호구총수
馬利,역지사지LV3
馬加山里,호구총수
馬北山,여지도서
馬北里,호구총수
馬卞之里,호구총수
馬口形里,호구총수
馬只洞,호구총수
馬吉,역지사지LV3
馬吉面,호구총수
馬呑村,호구총수
馬坪,호구총수
馬坪里,호구총수
馬城里,호구총수
馬堂里,호구총수
馬場,역지사지LV3
馬場川,여지도서
馬場村,호구총수
馬場洞,호구총수
馬場里,호구총수
馬場里契,호구총수
馬場面,호구총수
馬墳亭里,호구총수
馬墳里,호구총수
馬外里,호구총수
馬多谷里,호구총수
馬奴,군현역원·역지사지LV3
馬奴驛,호구총수
馬孔里,호구총수
馬存里,호구총수
馬實里,호구총수
馬寺洞,호구총수
馬尙洞,호구총수
馬屯里,호구총수
馬山,군현역원·세종실록지리지·신증동국여지승람·여지도서·역지사지LV3·호구총수
馬山亭,호구총수
馬山仇非里,호구총수
馬山兩里,호구총수
馬山坊,호구총수
馬山嶺,여지도서
馬山村,호구총수
馬山洞,호구총수
馬山洞里,호구총수
馬山浦,여지도서·호구총수
馬山潭,신증동국여지승람
馬山處,특수구역
馬山里,호구총수
馬山面,호구총수
馬屹山里,호구총수
馬屹村,호구총수
馬屹里,호구총수
馬岩,역지사지LV3
馬岩山,세종실록지리지
馬岾里,호구총수
馬峙,호구총수
馬峙村,호구총수
馬峙里,호구총수
馬峯,특수구역·호구총수
馬峯所,특수구역
馬峯里,호구총수
馬峴,신증동국여지승람·여지도서
馬峴所,특수구역
馬峴村,호구총수
馬峴里,호구총수
馬島里,호구총수
馬島鎭,호구총수
馬嶺里,호구총수
馬巖,여지도서·역지사지LV3
馬巖山,여지도서
馬巖洞,호구총수
馬巖里,호구총수
馬巖面,호구총수
馬川,역지사지LV3·특수구역·호구총수
馬川山,여지도서
馬川所,특수구역
馬川洞,호구총수
馬川洞村,호구총수
馬川部曲,특수구역
馬川里,호구총수
馬川面,호구총수
馬巨里,호구총수
馬底嶺,여지도서
馬廐里,호구총수
馬息嶺,여지도서
馬成山,여지도서
馬所浦,여지도서
馬放里,호구총수
馬斤加,호구총수
馬斤洞里,호구총수
馬方里,호구총수
馬日里,호구총수
馬本嶺,신증동국여지승람
馬本里,호구총수
馬村,역지사지LV3·호구총수
馬村坊,호구총수
馬村洞內,호구총수
馬村面,호구총수
馬東,역지사지LV3
馬松里,호구총수
馬栗里,호구총수
馬梁鎭里,호구총수
馬梧亭里,호구총수
馬樑,호구총수
馬橋里,호구총수
馬次坪,호구총수
馬欣川里,호구총수
馬池,역지사지LV3
馬池里,호구총수
馬沙乃里,호구총수
馬沙安里,호구총수
馬沙洞,호구총수
馬沙里,역지사지LV3·호구총수
馬泉里,호구총수
馬洞,역지사지LV3
馬洞村,호구총수
馬洞里,호구총수
馬津島,호구총수
馬津江,여지도서
馬浦,역지사지LV3
馬浦村,호구총수
馬浦里,호구총수
馬浦院里,호구총수
馬浦面,호구총수
馬淵,여지도서
馬淵里,호구총수
馬淺,특수구역
馬渴山里,호구총수
馬渴洞,호구총수
馬游,역지사지LV3
馬灘,신증동국여지승람·여지도서·역지사지LV3
馬灘坊,호구총수
馬甘洞里,호구총수
馬甘里,호구총수
馬田,군현역원·역지사지LV3·호구총수
馬田部曲,특수구역
馬田里,호구총수
馬田面,호구총수
馬田驛村,호구총수
馬登里,호구총수
馬皐坪,여지도서
馬皮里,호구총수
馬直里,호구총수
馬糞里,호구총수
馬羅里,호구총수
馬群山,신증동국여지승람
馬老,역지사지LV3
馬老面,호구총수
馬耳,세종실록지리지·역지사지LV3
馬耳山,여지도서
馬耳面,호구총수
馬與里,호구총수
馬船里,호구총수
馬良,특수구역
馬良部曲,특수구역
馬草,호구총수
馬莊山,여지도서
馬莊里,호구총수
馬落里,호구총수
馬西,역지사지LV3
馬要介里,호구총수
馬谷,역지사지LV3·호구총수
馬谷山,여지도서
馬谷洞,호구총수
馬谷洞內,호구총수
馬谷里,호구총수
馬起谷里,호구총수
馬跡村,호구총수
馬跡里,호구총수
馬路島,호구총수
馬踰嶺,여지도서
馬踰里,호구총수
馬蹄,호구총수
馬蹄里,호구총수
馬輪,역지사지LV3·호구총수
馬輪里,호구총수
馬輪面,호구총수
馬轉里,호구총수
馬近潭閭,호구총수
馬述里,호구총수
馬遊,역지사지LV3
馬遊山,여지도서
馬遊面,호구총수
馬邑里,호구총수
馬郞耳島,신증동국여지승람
馬郡川里,호구총수
馬金村,호구총수
馬鋪川,여지도서
馬長里,호구총수
馬門里,호구총수
馬陵里,호구총수
馬隱洞里,호구총수
馬雙洞,호구총수
馬靈,역지사지LV3·특수구역
馬靈廢縣,특수구역
馬靈面,호구총수
馬鞍洞,호구총수
馬鞭亭里,호구총수
馬音,호구총수
馬音伐,호구총수
馬音垈,호구총수
馬音里,호구총수
馬項村,호구총수
馬項里,호구총수
馬頭山,여지도서
馬頭山里,호구총수
馬頭村,호구총수
馬頭里,호구총수
馬餘所,특수구역
馬首里,호구총수
馬首院津,여지도서
馬駒部曲,특수구역
馬鳴山,여지도서·호구총수
馬鳴川,여지도서
馬鳴洞,호구총수
馬鳴里,호구총수
馬鵂洞里,호구총수
馬麻里,호구총수
馬龍橋里,호구총수
馬龍池,신증동국여지승람
馬龍淵,여지도서
馬龍里,호구총수
馭車,역지사지LV3
馭車里,역지사지LV3
馭車里坊,호구총수
駐龍山,여지도서
駒城,역지사지LV3
駒峴,여지도서
駒興,군현역원·역지사지LV3
駒興川,여지도서
駒興面,호구총수
駕作谷里,호구총수
駕堤里,호구총수
駕山上里,호구총수
駕山下里,호구총수
駕山中里,호구총수
駕島,호구총수
駕巖里,호구총수
駕川里,호구총수
駕洛,역지사지LV3
駕洞里,호구총수
駕淵里,호구총수
駕牛島,호구총수
駕谷里,호구총수
駕馬仇味里,호구총수
駕馬北里,호구총수
駕馬南里,호구총수
駕馬山,여지도서
駕馬峙里,호구총수
駕馬洞里,호구총수
駕馬里,호구총수
駕鶴山,여지도서
駕鶴峴,신증동국여지승람
駕鶴洞,호구총수
駕鶴里,호구총수
駕龍浦里,호구총수
駕龍里,호구총수
駝駱山,여지도서
騅馬谷,호구총수
騎龍洞里,호구총수
騏麟,군현역원
騰雲山,여지도서
驁山,여지도서
驎駒,군현역원
驗山閭,호구총수
驛上里,호구총수
驛下村里,호구총수
驛下里,호구총수
驛中里,호구총수
驛前海里,호구총수
驛前里,호구총수
驛北里,호구총수
驛南里,호구총수
驛只,역지사지LV3
驛只面,호구총수
驛吏里,호구총수
驛土村里,호구총수
驛坪里,호구총수
驛垈,역지사지LV3
驛垈坊,호구총수
驛垈里,호구총수
驛基洞,호구총수
驛基里,호구총수
驛契,호구총수
驛峴里,호구총수
驛川,여지도서
驛新垈里,호구총수
驛旨里,호구총수
驛村,호구총수
驛村里,호구총수
驛東邊里,호구총수
驛東里,호구총수
驛泥,호구총수
驛洞,호구총수
驛洞上里,호구총수
驛洞下里,호구총수
驛洞里,호구총수
驛田,호구총수
驛西中里,호구총수
驛西邊里,호구총수
驛西里,호구총수
驛里,역지사지LV3·호구총수
驛里坊,호구총수
驛里面,호구총수
驛面,호구총수
驛館洞里,호구총수
驪江,신증동국여지승람
驪興,군현역원
骨化里,호구총수
骨南里,호구총수
骨品里,호구총수
骨山里,호구총수
骨川里,호구총수
骨東村,호구총수
骨梅洞里,호구총수
骨江里,호구총수
骨洞里,호구총수
骨浦里,호구총수
骨玄里,호구총수
骨理里,호구총수
骨羅所,특수구역
骨若,역지사지LV3·특수구역
骨若浦,여지도서
骨若浦部曲,특수구역
骨若里部曲,특수구역
骨西村,호구총수
骨谷浦,여지도서
骨谷里,호구총수
骨里峴,여지도서
骨長津,신증동국여지승람
骨龍里,호구총수
體巖里,호구총수
高三嘉里,호구총수
高下,역지사지LV3
高下島,신증동국여지승람·호구총수
高丘,특수구역
高串里,호구총수
高丹,군현역원
高丹里,호구총수
高井,역지사지LV3
高井坊,호구총수
高井山,여지도서
高井里,호구총수
高亭子里,호구총수
高亭村,호구총수
高亭里,호구총수
高介洞里,호구총수
高伊山所,특수구역
高位山,여지도서
高佐里,호구총수
高佐頭里,호구총수
高作里,호구총수
高內岳,여지도서
高內浦,여지도서
高內縣,특수구역
高內谷里,호구총수
高內里,호구총수
高刀巖所,특수구역
高助馬里,호구총수
高勇山,신증동국여지승람
高勝洞里,호구총수
高北,역지사지LV3
高北面,호구총수
高升里,호구총수
高南,역지사지LV3
高南上道,역지사지LV3
高南下道,역지사지LV3
